name,code,street,city,phone,npwp,mobile,fax,email,no_rek,is_company,supplier
"KUSUMA PERSADA ENGINEERING, PT",SUPP551 USD,Ruko Barcelona Sektor XIV Blok E9 No. 38,Jakarta,,,,,,,TRUE,TRUE
MULTI RANTA MAS,SUPP552,Pasar Cikapundung Lt. 1 FF 8&36,Bandung,,,,,,,TRUE,TRUE
INOVASI ELECTRIC,SUPP553,Pasar Cikapundung Baru Lt.2 Blok TT No. 23,Bandung,,,,,,,TRUE,TRUE
TOKO BUKU GRAMEDIA,SUPP554,Jl. Merdeka,Bandung,,,,,,,TRUE,TRUE
BAPAK RULLY,SUPP555,Gg. Vihara Curug Kulon RT. 01/01,Tangerang,,,,,,,TRUE,TRUE
CENTRAL NASIONAL,SUPP556,Taman Kopo Indah Raya 184B,Bandung,,,,,,,TRUE,TRUE
WEIFOOD ANUGRAH UNGGUL PT,SUPP557,Jl.Nginden Intan Raya 1 C ,Surabaya,0231-5949569/0231-78113366,,,0231-5964581,weifood@indo.net.id,,TRUE,TRUE
TOKO ALAT PANCING,SUPP558,Jl. Margacinta,Bandung,,,,,,,TRUE,TRUE
"GALIH CIPTA WISESA, PT",SUPP559 SGD,Taman Tekno BSD Blok J-10 No. 11 Tangerang Selatan,Bandung,,,,,,,TRUE,TRUE
RAHAYU TEKNIK,SUPP560,Jl. ABC Psr Cikapundung GG 35,Bandung,,,,,,,TRUE,TRUE
"SAHABAT, PD",SUPP561,Psr Cikapundung,Bandung,,,,,,,TRUE,TRUE
TUKANG KUNCI,SUPP562,Jl. Ciwastra,Bandung,,,,,,,TRUE,TRUE
RITA COPY CENTRE,SUPP563,Jl.Margacinta  Ruko Komp.Bahagia Permai No. 35,Bandung,,,,,,,TRUE,TRUE
"SUMBER KERANG INDAH, PT",SUPP564,Jl. Kopo Cirangrang No. 471,Bandung,,,,,,,TRUE,TRUE
PESONA SCIENTIFIC,SUPP565,Komp. Kopo Mas Regency Blok B-1,Bandung,,,,,,,TRUE,TRUE
"FARMA EAST JAYA, PT",SUPP566,Jl. Pangeran Tubagus Angke No. 170,Jakarta,,,,,,,TRUE,TRUE
BAGOES ENGINEERING,SUPP567,Pasar Cikapundung Baru Tl. 2 Blok V 4,Bandung,,,,,,,TRUE,TRUE
KARYA DIESEL,SUPP568,Psr Cikapundung Baru lantai bawah blok H2-H3,,,,,,,,TRUE,TRUE
MITRA MENTARI,SUPP569,Jl. Holis No. 252A,Bandung,022-6120777,,,,,,TRUE,TRUE
SETA SARI FARMA PT,SUPP570 USD,Jl.Kyai caringin No.26,Jakarta,021-63863561,,,,,,TRUE,TRUE
"GURITA MANDALA,PD",SUPP571,,Bandung,,,,,,,TRUE,TRUE
"KARUNIA ALAMINDO UTAMA,PT",SUPP572,Jl. Sampurna No.17 ,Bandung,022-2042626,,,,karunia_alamindo@yahoo.co.id,,TRUE,TRUE
SUMBER KENCANA PD,SUPP573,,Bandung,,,,,,,TRUE,TRUE
SYARIF,SUPP574,,Bandung,,,,,,,TRUE,TRUE
UNIVERSITAS PADJAJARAN,SUPP575,JL.JATINANGOR,Bandung,,,,,,,TRUE,TRUE
ZHIVA COMPUTER,SUPP576,jaya plaza lt.2 blok C No.1 Bandung,Bandung,022-70256671,081321297087/081321479202,,,,,TRUE,TRUE
"CENTRALINDO SEALING, PD.",SUPP577,JL.ABC PASAR CIKAPUNDUNG ,,,,,,,,TRUE,TRUE
"BIZMEDIA ANUGRAH ABADI, CV",SUPP578,KOMP.SEGITIGA EMAS KOSAMBI BLOK G NO.3,Bandung,022-7237008,,,022-7210875,,,TRUE,TRUE
"BIZMEDIA ANUGRAH ABADI, CV",SUPP578 USD,,,,,,,,,TRUE,TRUE
KILAT 88,SUPP579,JL.BANCEUY BO.88,Bandung,022-4230016/022-70070032,,,,,,TRUE,TRUE
GRAND FARMASINDO,SUPP580,Jl. Soekarno Hatta KM 12.5 ,Bandung,,,,,,,TRUE,TRUE
"SARANA ABDI BAKTI, CV",SUPP581,Jl. Rengasdengklok Raya No.26,Bandung,022-7206760,,81224766557,,,,TRUE,TRUE
KOKOBOR (PA EKO),SUPP582,Jl.Bodogol,Bandung,,,,,,,TRUE,TRUE
LINGGA MOTOR,SUPP583,JL.AH NASUTION NO.100,Bandung,022-7813145/022-7803197,,,,,,TRUE,TRUE
TOSERBA YOGYA,SUPP584,Jl.RE MARTADINATA 17,Bandung,,,,,,,TRUE,TRUE
TB SINAR FAMILI,SUPP585,Jl. CIganitri No 16,Bandung,022-7500205,,82118680573,,,,TRUE,TRUE
"SUMBER AIR, PD",SUPP586,GG.Suniaraja No.58-60,Bandung,022-4241449/022-4241450,,,,,,TRUE,TRUE
