"id","name","comment","street","city","phone","npwp","mobile","fax","email","no_rek","is_company","supplier","category_id"
"res_partner_5250","UTAMI MAKMUR","SUPP458","JL. SUMBER NANJUNG I NO. 23-14 Bandung",,,"02.749.682.7-422.000",,,,,"TRUE","TRUE",
"res_partner_5260","VIGANO TECHNICAL WORK SHOP","SUPP459","Jl. Asia Afrika",,,"06.070.884.9-423.000",,,,,"TRUE","TRUE",
"res_partner_5270","VISION TEKNIK, PT","SUPP460","Jl. Let. Jend. S. Parman Kav. 106 A",,,"02.699.025.9-036.000",,,,,"TRUE","TRUE",
"res_partner_5280","WAHID KIMIA RAYA, PD","SUPP461","Jl. Jember No. 20 Antapani",,,,,,,,"TRUE","TRUE",
"res_partner_5290","WANGI JAYA","SUPP462","Jl. ABC Pasar Cikapundun",,,,,,,,"TRUE","TRUE",
"res_partner_5300","WARGI SALUYU","SUPP463",,,,,,,,,"TRUE","TRUE",
"res_partner_5310","WARIS, PT","SUPP464","JL.H.Ten no.41Jakarta",,"021-4890126","01.312.101.7-007.000",,"021-4759661",,,"TRUE","TRUE",
"res_partner_5320","WARIS, PT","SUPP464 USD","JL.H.Ten no.41Jakarta",,,,,,,,"TRUE","TRUE",
"res_partner_5330","WASTEC INTERNASIONAL, PT","SUPP465","KOmp. Majapahit Permai Blok C/109",,,"02.354.681.5-028.000",,,,,"TRUE","TRUE",
"res_partner_5340","WICAKSANA BERLIAN MOTOR","SUPP466","Jl. A Yani 225-227",,,,,,,,"TRUE","TRUE",
"res_partner_5350","WN MOTOR","SUPP467","Jl. Margasari No. 159 Ciwastra Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_5360","BORMA","SUPP468",,,,,,,,,"TRUE","TRUE",
"res_partner_5370","PERDANA VICTORY CEMERLANG","SUPP469",,,,,,,,,"TRUE","TRUE",
"res_partner_5380","ELO KARSA UTAMA, PT.","SUPP470",,,,,,,,,"TRUE","TRUE",
"res_partner_5390","NUSANTARA JAYA SENTOSA, PT.","SUPP471",,,,,,,,,"TRUE","TRUE",
"res_partner_5400","SPIRAX SARCO INDONESIA, PT","SUPP472 SGD","Jl. Dr. Saharjo No. 46 Manggarai-Tebet","Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_5410","ZULFA PRINTER","SUPP473","Jl.sasak gantung No 129","Bandung","022-92106026",,85797232455,,,,"TRUE","TRUE",
"res_partner_5420","GENECRAFT LABS PT","SUPP474 USD","JL.MERUYA ILIR NO 88","Jakarta","021-58903119",,,"021-58903151",,,"TRUE","TRUE",
"res_partner_5430","SETIAJAYA ERA UNGGUL PT","SUPP475",,"Jakarta",8159691912,,,,,,"TRUE","TRUE",
"res_partner_5440","PERKASA JAYA UTAMA","SUPP476","JL.CIKADUT  NO 9 Bandung","Bandung","022-7234341",,,,,,"TRUE","TRUE",
"res_partner_5450","TOKO TERUS MAJU","SUPP477",,"Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5460","PLAZA AUTO PRIMA TOYOTA","SUPP478","JL PELAJAR PEJUANG 45 NO 103","Bandung","022-731555",,,,,,"TRUE","TRUE",
"res_partner_5470","PASIFIK SAINTIFINDO PT","SUPP479","JL DAAN MOGOT RUKAN MANSION BLOK C NO 10","Jakarta Barat","021-29526930",,,"021-29526931",,,"TRUE","TRUE",
"res_partner_5480","PROPAN RAYA PT","SUPP480",,"Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_5490","FC RENTAL MUFRI","SUPP481","Dipatiukur","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5500","Bandung PAPERA","SUPP482","jl Gatot Subroto","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5510","BALAI METROLOGI","SUPP483","Jl. Angkasa 1 No 2","Jakrta","021-4246321",,,"021-4246703",,,"TRUE","TRUE",
"res_partner_5520","LECAPSEAL INDONESIA","SUPP484","Jl.Raya Narogong no 17 RT01/02 Cikiwul bantar Gebang","Bekasi",,,,,,,"TRUE","TRUE",
"res_partner_5530","TRISAKTI PT","SUPP485",,"Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5540","PRATAMA NIAGA CV","SUPP486","Jl.Kiara Condong","Bandung",81221268646,,,,,,"TRUE","TRUE",
"res_partner_5550","FINGERPRINT PT","SUPP487","Jl. Kiara condong 244","Bandung","022-7317802",,85220007555,,,,"TRUE","TRUE",
"res_partner_5560","MARGASARI PD","SUPP488","Margacinta",,,,,,,,"TRUE","TRUE",
"res_partner_5570","TOKO PADA SETIA","SUPP489","Jl.Belakang PAsar No 73","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5580","ASURANSI ALLIANZ UTAMA INDONESIA PT","SUPP490","Wisma CIMB Niaga FL.7 jl.Gatot Subroto No 2","Bandung","022-7308889",,,"022-7300799",,,"TRUE","TRUE",
"res_partner_5590","PRIMA PUTRA MAS,PT.","SUPP491 USD","Gedung Perkantoran Jiwasraya Gondongdia Lantai 3","Jakarta","021-3924206",,,,,,"TRUE","TRUE",
"res_partner_5600","TOKO SAMA JAYA","SUPP492","Gg.SUNIARAJA no.29","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5610","SAMAJAYA","SUPP493","Gg.Suniaraja No.29","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5620","INTITREATMENT PERKASA","SUPP494","Jl.Angkasa No.20 I-J","Jakarta","021-4207810/021-4207819",,,,,,"TRUE","TRUE",
"res_partner_5630","RESTU RAMA","SUPP495","JL.Blkg Pasar No.60 Roxi","Bandung","022-4240573",,81394027584,,,,"TRUE","TRUE",
"res_partner_5640","KARUNIA ELEKTRIK","SUPP496","Cikapundung Electronic lt.1 Blok GG no.23","Bandung",8122056229,,81809388246,,,,"TRUE","TRUE",
"res_partner_5650","SPECTRA CONSULTANTS, CV.","SUPP497","Kopo Permai Blok GG.No.19","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5660","CAHAYA TIRTA UTAMA","SUPP498","JL.PSM NO.2 KIARACINDONG","Bandung","022-7300454",,,"022-7332920",,,"TRUE","TRUE",
"res_partner_5670","APOTIK BAHAGIA","SUPP499","Jl.Margacinta No.96 Bandung","Bandung","022-7568695",,,,,,"TRUE","TRUE",
"res_partner_5680","BURSA BATTERY","SUPP500","Jl. Psr Cikapundung","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5690","Bandung JAYA","SUPP501","Jl. Cihampelas No. 80","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5700","TUKANG JAHIT","SUPP502","Jl. Margacinta","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5710","JASA MEDIVEST","SUPP503","Jl.Tubagus Ismail Depan No. 1A Lt.3","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5720","ARJUNA KARPET","SUPP504",,,,,,,,,"TRUE","TRUE",
"res_partner_5730","TOSERBA GRIYA","SUPP505","Jl. Bauhbatu","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5740","INDOBUANA SARANA SUKSES","SUPP506","Taman Palem Lestari Komplek KFT","Jakarta","021-55959735/021-55959736",,,,,,"TRUE","TRUE",
"res_partner_5750","IBCC","SUPP507","Jl. A. Yani","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5760","BANGUN INDAH, PD","SUPP508","Jl. Pacinan Lama No. 27","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5770","CARREFOUR","SUPP509","Jl. Kiaracondong","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5780","BAPAK SUDIRA","SUPP510","BAPAK SUDIRA","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5790","ABADI TEKNIK","SUPP511","Jl. ABC Psr Cikapundung Elektronik Center Lt. I Blok EE 34","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5800","TOKO MAKMUR","SUPP512","Jl. Jend. Sudriman No. 181","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5810","TRESNACO","SUPP513","Jl. Buahbatu No. 125","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5820","GRAHA CIPTA ABADI","SUPP514","JL.KANON NO.8 KOMP.ARTELERI & SANGKURIANG CIMAHI","Cimahi","022-6651553",,,"022-6626580",,,"TRUE","TRUE",
"res_partner_5830","SENJAYA, PD","SUPP515","Jl. Otista No. 449","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5840","EDHB TEKNIK","SUPP516","Ps.Teknik Arjuna jaya blok L","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5850","INDO EFTI","SUPP517",,,,,,,,,"TRUE","TRUE",
"res_partner_5860","LABORATORIUM PSIKOLOGI UNISBA","SUPP518","Jl. Taman Sari No. 1","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5870","MEKAR TEKNIK","SUPP519","Jl. ABC Lost DD-08-37","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5880","JAYA MANDIRI","SUPP520","Cikapundung Electronic Centre Lt.1 Blok GG 14","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5890","GALANG ANUGRAH","SUPP521","Bandung",,,,,,,,"TRUE","TRUE",
"res_partner_5900","ADE AKMAL","SUPP522","JL ABC DEPAN PS KOHACHI","Bandung",81320723225,,8179286192,,,,"TRUE","TRUE",
"res_partner_5910","SAMPURNA JAYA","SUPP523","Jl KOSAMBI","Bandung",4207946,,,,,,"TRUE","TRUE",
"res_partner_5920","OSA PUTRA ENGINEERING, PT","SUPP524 USD","Jl. Arteri JORR Jati Melati No. 58F","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5930","INDOCARE","SUPP525",,"Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_5940","ISTANA ALUMUNIUM","SUPP526","Jl. Peta 79-81","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5950","TUKANG LAS","SUPP527","Jl. Ujung Berung","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5960","KANISIUS","SUPP528","Jl. Cempaka 9, Deresan","Yogyakarta",,,,,,,"TRUE","TRUE",
"res_partner_5970","EASTERN PRO ENGINEERING, PT","SUPP529","Kaw. Wangsaniaga Wetab No. 27 Kota Baru Parahyangan","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5980","KENCANA, PD","SUPP530","Jl. Suniaraja","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_5990","NEO LIGHTING","SUPP531","Jl. Pecinan Lama No. 38C","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6000","BERKAH SEGARA USAHA, CV","SUPP532","Komp. BIR Jl. Merah Delima Blok C5/8","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6010","BHAKTI ARTHA COMPT","SUPP533","Jl.Achmad Yani No.416","Bandung","022-7216096",,,,,,"TRUE","TRUE",
"res_partner_6020","PERINTIS, PBF","SUPP534","Jl. Belakang Pasar","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6030","AZZAMY MAJU MANDIRI","SUPP535","Jl. Ancol IX, Buah Batu","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6040","SINAR ABADI. PD","SUPP536","Jl. Cibadak No. 226 Karanganyar","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6050","KERATON ALAM INDONESIA, PT","SUPP537","Jl. Petaburan VI No. 19 RT.004 RW.006 Petamburan","Jakarta Pusat",,,,,,,"TRUE","TRUE",
"res_partner_6060","KICHI ARZIKI INDUSTRI, PT","SUPP538","Jl. Kebantenan V No. 13 RT.003/007 Semper Timur Cilincing","Jakarta Utara",,,,,,,"TRUE","TRUE",
"res_partner_6070","TIRTA INTI","SUPP539","Jl. Margacinta No. 28 Ciwastra","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6080","DAMAI SURYA TEKNINDO","SUPP540","Jl. Cikapundung","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6090","LARASCIPTA SARANA MANDIRI, PT","SUPP541","Jl. Sabang No. 31","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6100","LARASCIPTA SARANA MANDIRI, PT","SUPP541 EUR","Jl.Sabang No.31","Bandung","022-4261533/022-4262884",,,"022-4261606",,,"TRUE","TRUE",
"res_partner_6110","ORIS TUNGGAL","SUPP542","Jl. Tera","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6120","MITRA ABADI JAYA","SUPP543","Jl. Cikapundung","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6130","BUDI KARYA, PD","SUPP544","Jl. Banceuy No. 10A","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6140","MIRAH JAYA","SUPP545","Jl. Rumas Sakit No. 67 Gedebage","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6150","KOSAMBI","SUPP546","Jl. A. Yani","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6160","JK ELEKTRIK","SUPP547","Pasar Cikapundung Lt. dasar Blok JV","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6170","PETRO MITRA ENERGI, PT","SUPP548","Jl. Letjen Sutopo Ruko Golden Madrid 1 Blok B No. 15 Bumi Serpong Damai","Tangerang",,"31.482.244.6-402.000",,,,,"TRUE","TRUE",
"res_partner_6180","SUGEMA SERVICE DINAMO&RADIATOR","SUPP549","Jl. Trs. Margacinta Ciwastra","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6190","IMCD INDONESIA PT","SUPP550 USD","Jl.Lingkar luar barat Kav.88 Puri kembangan","Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_6200","HARJA GUNATAMA LESTARI, PT","SUPP551","Komp. Setrasari mall 33","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6210","KUSUMA PERSADA ENGINEERING, PT","SUPP551 USD","Ruko Barcelona Sektor XIV Blok E9 No. 38","Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_6220","MULTI RANTA MAS","SUPP552","Pasar Cikapundung Lt. 1 FF 8&36","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6230","INOVASI ELECTRIC","SUPP553","Pasar Cikapundung Baru Lt.2 Blok TT No. 23","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6240","TOKO BUKU GRAMEDIA","SUPP554","Jl. Merdeka","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6250","BAPAK RULLY","SUPP555","Gg. Vihara Curug Kulon RT. 01/01","Tangerang",,,,,,,"TRUE","TRUE",
"res_partner_6260","CENTRAL NASIONAL","SUPP556","Taman Kopo Indah Raya 184B","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6270","WEIFOOD ANUGRAH UNGGUL PT","SUPP557","Jl.Nginden Intan Raya 1 C","Surabaya","0231-5949569/0231-78113366",,,"0231-5964581","weifood@indo.net.id",,"TRUE","TRUE",
"res_partner_6280","TOKO ALAT PANCING","SUPP558","Jl. Margacinta","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6290","GALIH CIPTA WISESA, PT","SUPP559 SGD","Taman Tekno BSD Blok J-10 No. 11 Tangerang Selatan","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6300","RAHAYU TEKNIK","SUPP560","Jl. ABC Psr Cikapundung GG 35","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6310","SAHABAT, PD","SUPP561","Psr Cikapundung","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6320","TUKANG KUNCI","SUPP562","Jl. Ciwastra","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6330","RITA COPY CENTRE","SUPP563","Jl.Margacinta  Ruko Komp.Bahagia Permai No. 35","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6340","SUMBER KERANG INDAH, PT","SUPP564","Jl. Kopo Cirangrang No. 471","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6350","PESONA SCIENTIFIC","SUPP565","Komp. Kopo Mas Regency Blok B-1","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6360","FARMA EAST JAYA, PT","SUPP566","Jl. Pangeran Tubagus Angke No. 170","Jakarta",,,,,,,"TRUE","TRUE",
"res_partner_6370","BAGOES ENGINEERING","SUPP567","Pasar Cikapundung Baru Tl. 2 Blok V 4","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6380","KARYA DIESEL","SUPP568","Psr Cikapundung Baru lantai bawah blok H2-H3",,,,,,,,"TRUE","TRUE",
"res_partner_6390","MITRA MENTARI","SUPP569","Jl. Holis No. 252A","Bandung","022-6120777",,,,,,"TRUE","TRUE",
"res_partner_6400","SETA SARI FARMA PT","SUPP570 USD","Jl.Kyai caringin No.26","Jakarta","021-63863561",,,,,,"TRUE","TRUE",
"res_partner_6410","GURITA MANDALA,PD","SUPP571",,"Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6420","KARUNIA ALAMINDO UTAMA,PT","SUPP572","Jl. Sampurna No.17","Bandung","022-2042626",,,,"karunia_alamindo@yahoo.co.id",,"TRUE","TRUE",
"res_partner_6430","SUMBER KENCANA PD","SUPP573",,"Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6440","SYARIF","SUPP574",,"Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6450","UNIVERSITAS PADJAJARAN","SUPP575","JL.JATINANGOR","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6460","ZHIVA COMPUTER","SUPP576","jaya plaza lt.2 blok C No.1 Bandung","Bandung","022-70256671","081321297087/081321479202",,,,,"TRUE","TRUE",
"res_partner_6470","CENTRALINDO SEALING, PD.","SUPP577","JL.ABC PASAR CIKAPUNDUNG",,,,,,,,"TRUE","TRUE",
"res_partner_6480","BIZMEDIA ANUGRAH ABADI, CV","SUPP578","KOMP.SEGITIGA EMAS KOSAMBI BLOK G NO.3","Bandung","022-7237008",,,"022-7210875",,,"TRUE","TRUE",
"res_partner_6490","BIZMEDIA ANUGRAH ABADI, CV","SUPP578 USD",,,,,,,,,"TRUE","TRUE",
"res_partner_6500","KILAT 88","SUPP579","JL.BANCEUY BO.88","Bandung","022-4230016/022-70070032",,,,,,"TRUE","TRUE",
"res_partner_6510","GRAND FARMASINDO","SUPP580","Jl. Soekarno Hatta KM 12.5","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6520","SARANA ABDI BAKTI, CV","SUPP581","Jl. Rengasdengklok Raya No.26","Bandung","022-7206760",,81224766557,,,,"TRUE","TRUE",
"res_partner_6530","KOKOBOR (PA EKO)","SUPP582","Jl.Bodogol","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6540","LINGGA MOTOR","SUPP583","JL.AH NASUTION NO.100","Bandung","022-7813145/022-7803197",,,,,,"TRUE","TRUE",
"res_partner_6550","TOSERBA YOGYA","SUPP584","Jl.RE MARTADINATA 17","Bandung",,,,,,,"TRUE","TRUE",
"res_partner_6560","TB SINAR FAMILI","SUPP585","Jl. CIganitri No 16","Bandung","022-7500205",,82118680573,,,,"TRUE","TRUE",
"res_partner_6570","SUMBER AIR, PD","SUPP586","GG.Suniaraja No.58-60","Bandung","022-4241449/022-4241450",,,,,,"TRUE","TRUE",
"res_partner_6580","Ahui Technology",,,,,,,,,,,,"Manufacturer"
"res_partner_6590","Akzo Nobel Nederland",,,,,,,,,,,,"Manufacturer"
"res_partner_6600","Aldamex",,,,,,,,,,,,"Manufacturer"
"res_partner_6610","Altinex",,,,,,,,,,,,"Manufacturer"
"res_partner_6620","Ancol Terang P. I.",,,,,,,,,,,,"Manufacturer"
"res_partner_6630","Andard Mount C.",,,,,,,,,,,,"Manufacturer"
"res_partner_6640","Andenex-Chemie",,,,,,,,,,,,"Manufacturer"
"res_partner_6650","Aneka Plastik",,,,,,,,,,,,"Manufacturer"
"res_partner_6660","Angels Products",,,,,,,,,,,,"Manufacturer"
"res_partner_6670","Anggel Yeast",,,,,,,,,,,,"Manufacturer"
"res_partner_6680","Anhui Province Y. S.",,,,,,,,,,,,"Manufacturer"
"res_partner_6690","Anuh Pharma LTD",,,,,,,,,,,,"Manufacturer"
"res_partner_6700","Arta Kharisma",,,,,,,,,,,,"Manufacturer"
"res_partner_6710","Avesta C. Pack",,,,,,,,,,,,"Manufacturer"
"res_partner_6720","B.T. Gen S.A.",,,,,,,,,,,,"Manufacturer"
"res_partner_6730","Baoji Tianxin Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_6740","Baselux S.A.",,,,,,,,,,,,"Manufacturer"
"res_partner_6750","Basf",,,,,,,,,,,,"Manufacturer"
"res_partner_6760","BASF",,,,,,,,,,,,"Manufacturer"
"res_partner_6770","Basildon Chem",,,,,,,,,,,,"Manufacturer"
"res_partner_6780","Beijing Taiyang Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_6790","Bharat Rubber W. PVT",,,,,,,,,,,,"Manufacturer"
"res_partner_6800","Boegar",,,,,,,,,,,,"Manufacturer"
"res_partner_6810","Brataco",,,,,,,,,,,,"Manufacturer"
"res_partner_6820","Brataco/ Lokal",,,,,,,,,,,,"Manufacturer"
"res_partner_6830","Budi Acid Jaya",,,,,,,,,,,,"Manufacturer"
"res_partner_6840","Cabot",,,,,,,,,,,,"Manufacturer"
"res_partner_6850","Cahaya Berlian L.",,,,,,,,,,,,"Manufacturer"
"res_partner_6860","Calyx Chemical Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_6870","Candila",,,,,,,,,,,,"Manufacturer"
"res_partner_6880","Cap bola golf",,,,,,,,,,,,"Manufacturer"
"res_partner_6890","Capsugel",,,,,,,,,,,,"Manufacturer"
"res_partner_6900","Cargill Bio-Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_6910","Cartino Gelatin Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_6920","Cater Chem Gmbh",,,,,,,,,,,,"Manufacturer"
"res_partner_6930","Cerestar China RMI",,,,,,,,,,,,"Manufacturer"
"res_partner_6940","Chang zhou Kang Da P",,,,,,,,,,,,"Manufacturer"
"res_partner_6950","Changzhou Nanjing",,,,,,,,,,,,"Manufacturer"
"res_partner_6960","Cheetham Salt",,,,,,,,,,,,"Manufacturer"
"res_partner_6970","Chemagis, Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_6980","Chemco",,,,,,,,,,,,"Manufacturer"
"res_partner_6990","Cheng fong Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_7000","China Jiangsu",,,,,,,,,,,,"Manufacturer"
"res_partner_7010","China Mineral I/E C.",,,,,,,,,,,,"Manufacturer"
"res_partner_7020","China Soyabean",,,,,,,,,,,,"Manufacturer"
"res_partner_7030","Cipta Perkasa Tunggal",,,,,,,,,,,,"Manufacturer"
"res_partner_7040","Clariant Prod UK",,,,,,,,,,,,"Manufacturer"
"res_partner_7050","Cognis",,,,,,,,,,,,"Manufacturer"
"res_partner_7060","Cognis Indonesia",,,,,,,,,,,,"Manufacturer"
"res_partner_7070","CP Kelco Brasil S/A",,,,,,,,,,,,"Manufacturer"
"res_partner_7080","CSPC Hebei Zhongrun",,,,,,,,,,,,"Manufacturer"
"res_partner_7090","CSPC Innovation Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7100","CSPC Weisheng Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7110","CSPC Zhongnuo S.",,,,,,,,,,,,"Manufacturer"
"res_partner_7120","CU Chemie Uetikon",,,,,,,,,,,,"Manufacturer"
"res_partner_7130","Daewoong Riasima INA",,,,,,,,,,,,"Manufacturer"
"res_partner_7140","Dai-ichi Fine Chem",,,,,,,,,,,,"Manufacturer"
"res_partner_7150","Dai-ichi Kogyo S.",,,,,,,,,,,,"Manufacturer"
"res_partner_7160","Daimaru",,,,,,,,,,,,"Manufacturer"
"res_partner_7170","Daixi Chem",,,,,,,,,,,,"Manufacturer"
"res_partner_7180","Danisco France SAS",,,,,,,,,,,,"Manufacturer"
"res_partner_7190","DBS",,,,,,,,,,,,"Manufacturer"
"res_partner_7200","Divi's Laboratories",,,,,,,,,,,,"Manufacturer"
"res_partner_7210","Dow Chemical Pacific",,,,,,,,,,,,"Manufacturer"
"res_partner_7220","DSM Nutritional P.",,,,,,,,,,,,"Manufacturer"
"res_partner_7230","DSM Nutritional Prod",,,,,,,,,,,,"Manufacturer"
"res_partner_7240","DSM Sinochem Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7250","Duta Sugar I.",,,,,,,,,,,,"Manufacturer"
"res_partner_7260","Ecogreen Oleochem",,,,,,,,,,,,"Manufacturer"
"res_partner_7270","Europe",,,,,,,,,,,,"Manufacturer"
"res_partner_7280","Faci Asia Pacific",,,,,,,,,,,,"Manufacturer"
"res_partner_7290","Feltindo",,,,,,,,,,,,"Manufacturer"
"res_partner_7300","Ferrer Equim S.A",,,,,,,,,,,,"Manufacturer"
"res_partner_7310","Firmenich Indonesia",,,,,,,,,,,,"Manufacturer"
"res_partner_7320","Foshan J. G. CLtd",,,,,,,,,,,,"Manufacturer"
"res_partner_7330","Fuyang B.F.P.",,,,,,,,,,,,"Manufacturer"
"res_partner_7340","Gelita",,,,,,,,,,,,"Manufacturer"
"res_partner_7350","Geltech Co. Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_7360","Gerresheimer P.",,,,,,,,,,,,"Manufacturer"
"res_partner_7370","Ghani Glass LTD",,,,,,,,,,,,"Manufacturer"
"res_partner_7380","Grande",,,,,,,,,,,,"Manufacturer"
"res_partner_7390","Guanxi Longguang TD",,,,,,,,,,,,"Manufacturer"
"res_partner_7400","Gujarat Glass",,,,,,,,,,,,"Manufacturer"
"res_partner_7410","Gujarat Microwax Private Ltd.",,,,,,,,,,,,"Manufacturer"
"res_partner_7420","Gujarat Overseas Inc",,,,,,,,,,,,"Manufacturer"
"res_partner_7430","Haichen Haiyan M. F.",,,,,,,,,,,,"Manufacturer"
"res_partner_7440","Halcyon Labs pvt.",,,,,,,,,,,,"Manufacturer"
"res_partner_7450","Hanwha Chemical Corp",,,,,,,,,,,,"Manufacturer"
"res_partner_7460","Happy Salad",,,,,,,,,,,,"Manufacturer"
"res_partner_7470","Hebei Jiheng Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7480","Hemmo Phar Private",,,,,,,,,,,,"Manufacturer"
"res_partner_7490","Hengshui Jiheng Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7500","Ichimaru Co.,Ltd",,,,,,,,,,,,"Manufacturer"
"res_partner_7510","Iglas Glass",,,,,,,,,,,,"Manufacturer"
"res_partner_7520","iL-Yang Pharma",,,,,,,,,,,,"Manufacturer"
"res_partner_7530","Incap Antin Utama",,,,,,,,,,,,"Manufacturer"
"res_partner_7540","Indogravure",,,,,,,,,,,,"Manufacturer"
"res_partner_7550","Indopack Nusantara",,,,,,,,,,,,"Manufacturer"
"res_partner_7560","Industrie Chinichie",,,,,,,,,,,,"Manufacturer"
"res_partner_7570","Ipca Laboratories",,,,,,,,,,,,"Manufacturer"
"res_partner_7580","ISP Sales (UK) Ltd.",,,,,,,,,,,,"Manufacturer"
"res_partner_7590","Jawa Manis Rafinasi",,,,,,,,,,,,"Manufacturer"
"res_partner_7600","Jayatama Selaras",,,,,,,,,,,,"Manufacturer"
"res_partner_7610","Jiali Bio(Qingdao)",,,,,,,,,,,,"Manufacturer"
"res_partner_7620","Jiangsu Brother Vit.",,,,,,,,,,,,"Manufacturer"
"res_partner_7630","Jiangxi S Chemical",,,,,,,,,,,,"Manufacturer"
"res_partner_7640","Jiangxi Tianxin Phar",,,,,,,,,,,,"Manufacturer"
"res_partner_7650","Jilin Shulan Syth P.",,,,,,,,,,,,"Manufacturer"
"res_partner_7660","Jizhoucity Huayang C",,,,,,,,,,,,"Manufacturer"
"res_partner_7670","JT Baker",,,,,,,,,,,,"Manufacturer"
"res_partner_7680","JT. Baker",,,,,,,,,,,,"Manufacturer"
"res_partner_7690","Kangar C. I.",,,,,,,,,,,,"Manufacturer"
"res_partner_7700","Kanto Chemical Co.",,,,,,,,,,,,"Manufacturer"
