"id","default_code","name","seller_ids/product_name","seller_ids/name","uom_id","uom_po_id","categ_id","list_price","route_ids","cost_method","valuation","type","purchase_ok","active","sale_ok","is_header"
"header_CET031","CET031","Etiket Camicycline 500 @100",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET032","CET032","Etiket Camidex Syrup 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET033","CET033","Etiket Camidon Injeksi 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET034","CET034","Etiket Camidon Injeksi 15 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET035","CET035","Etiket Camidryl Exp. 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET036","CET036","Etiket Camidryl Injeksi 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET037","CET037","Etiket Camidryl Injeksi 15 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET038","CET038","Etiket Camikolin Syrup 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET039","CET039","Etiket Camillin 125 DS expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET040","CET040","Etiket Camillin 250 DS expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET041","CET041","Etiket Camistan 250 pot@ 100",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET042","CET042","Etiket Camistan 500 Pot @100",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET043","CET043","Etiket Camitrosin DS 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET044","CET044","Etiket Camivita Syrup 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET045","CET045","Etiket Camivita Syrup 120 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET046","CET046","Etiket Camoksil 125 mg DS expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET047","CET047","Etiket Camoksil 250 mg DS expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET048","CET048","Etiket Camoxil 500 mg @ 100",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET049","CET049","Etiket Casetamol Syr 60ml Expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET050","CET050","Etiket Casetamol Syrup 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET051","CET051","Etiket Cayodine 10% 1000 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET052","CET052","Etiket Chloramphenicol@ 1000",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET053","CET053","Etiket Chloramphenicol @ 250",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET054","CET054","Etiket Chloramphenicol 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET055","CET055","Etiket Chlorpromazine 25 mg inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET056","CET056","Etiket Chlorpromazine 5 mg Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET057","CET057","Etiket Cholimed 125 mg 2 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET058","CET058","Etiket Cortison Asetat Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET059","CET059","Etiket Cotrimoksazol Susp 60ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET060","CET060","Etiket Daganak 100ml Btl Gpng",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET061","CET061","Etiket Dextromethorphan 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET062","CET062","Etiket Dobutamine 25 mg Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET063","CET063","Etiket Erytromycin DS 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET064","CET064","Etiket Gamexan 1% 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET065","CET065","Etiket Glocef serbuk inj 1 gr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET066","CET066","Etiket Glojaya Infus 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET067","CET067","Etiket Glojaya Injeksi 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET068","CET068","Etiket Glomin 40 mg/ml Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET069","CET069","Etiket Glotron 4 ml injeksi",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET070","CET070","Etiket Glycerol 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET071","CET071","Etiket Heparsan Kapsul",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET072","CET072","Etiket Kosaka Syrup 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET073","CET073","Etiket Lamata kapsul",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET074","CET074","Etiket Luar Camidexon Inj 1 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET075","CET075","Etiket Luar Vit B6 100 mg Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET076","CET076","Etiket Luar Vit B6 50 mg Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET077","CET077","Etiket Lunex 100 mg Inj 5 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET078","CET078","Etiket Lunex 50 mg Inj 5 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET079","CET079","Etiket Lysol 1000 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET080","CET080","Etiket Matosin Injeksi 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET081","CET081","Etiket OBH Lucas 100 ml btl Gpg",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET082","CET082","Etiket OBH Syrup 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET083","CET083","Etiket OBH Syrup 100 ml Export",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET084","CET084","Etiket OBH 100 ml Expr Btl Gpg",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET085","CET085","Etiket OBH Syrup 200 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET086","CET086","Etiket Oximak Kapsul",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET087","CET087","Etiket Pacillin DS 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET088","CET088","Etiket Pacimox DS 60 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET089","CET089","Etiket Papaverin Injeksi 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET090","CET090","Etiket Parasetamol 60 ml Syrup",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET091","CET091","Etiket Phenol Glycerol 10% 5ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET092","CET092","Etiket Phenytoin 100 mg @ 100 kap",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET093","CET093","Etiket Phenytoin 100 mg @ 250 kap",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET094","CET094","Etiket Phenytoin 30 mg @ 100 kap",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET095","CET095","Etiket Phenytoin 30 mg @ 250 kap",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET096","CET096","Etiket Piracetam injeksi 15ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET097","CET097","Etiket Piracetam Injeksi 5 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET098","CET098","Etiket Pov Iodine OGB 1000 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET099","CET099","Etiket Pov Iodine 10% OGB 30 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET100","CET100","Etiket Pov Iodine OGB 300 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET101","CET101","Etiket Protusin syr 100 ml expr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET102","CET102","Etiket Renxon Serbuk Inj 1 gr",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET103","CET103","Etiket Rivanol 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET104","CET104","Etiket Rivanol 300 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET105","CET105","Etiket Rosan kapsul",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET106","CET106","Etiket Sanmino syrup 120 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET107","CET107","Etiket Tetracycline 250 mg @ 1000",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET108","CET108","Etiket Vitamin A 100.000 IU",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET109","CET109","Etiket Vitamin A 200.000 IU",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET110","CET110","Etiket Vitamin B Comp Inj 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET111","CET111","Etiket Vitamin B Comp Inj 20 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET112","CET112","Etiket Vit B12 1000 mcg Inj",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET113","CET113","Etiket Vit B12 500 mcg Inj 10 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET114","CET114","Etiket Zentrofil 100 mg @ 250",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET115","CET115","Etiket Zentrofil 30 mg @ 250",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET116","CET116","Etiket Camikolin Syrup 60 ml (exsport)",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET117","CET117","Etiket Habbazaitun Soft Capsule",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET118","CET118","Etiket Pure Fish Oil Soft Capsule",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET119","CET119","Etiket Bionigel Soft Capsule",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET120","CET120","Etiket Biocelle Soft Capsule",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET121","CET121","Etiket Camoksil Sirup Kering (lokal)",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CET122","CET122","Etiket Glosweet 100 ml",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFO001","CFO001","Flip off Biru 20 mm",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFO002","CFO002","Flip off Biru 32 mm",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFO003","CFO003","Flip off Hijau 20 mm",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFO004","CFO004","Flip off Kuning 20 mm",,"Lucas Djaya","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA001","CFA001","F Alu Amoxcln 250 (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA002","CFA002","F Alu Ampicln 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA003","CFA003","F Alu Ampicln 500 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA004","CFA004","F Alu Ampicln 500 (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA005","CFA005","F Allu Camaag (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA006","CFA006","F Allu Cmcetin 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA007","CFA007","F Allu Cmcetin 500 (264 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA008","CFA008","F Allu Cmcilin 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA009","CFA009","F Allu Cmcilin 500 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA010","CFA010","F Alu Cmcyclin 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA011","CFA011","F Alu Cmcyclin 500 (264 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA012","CFA012","F Alu Camillin 500 (110 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA013","CFA013","F Alu Camistan 250 (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA014","CFA014","F Alu Camistan 500 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA015","CFA015","F Alu Camistan 500 (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA016","CFA016","F Alu Cmtrocin 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA017","CFA017","F Allu Camoxil 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA018","CFA018","F Allu Camoxil 500 (110 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA019","CFA019","F Allu Camoxil 500 (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA020","CFA020","F Alu Chloramp 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA021","CFA021","F Allu Erythro 250 (264 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA022","CFA022","F Allu Fluza (220 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA023","CFA023","F Alu Glomasin 150 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA024","CFA024","F Alu Glomasin 300 (140 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA025","CFA025","F Allu Kosaka 500 (264 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA026","CFA026","F Alu Tecyclin 250 (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA027","CFA027","F Alu Camoksil 500 kapsul lokal (125 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CFA028","CFA028","F Alu Camoksil 250 kapsul lokal (260 mm x 500 m)",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
"header_CHA001","CHA001","Hanger",,"Lucas Djaya","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","FALSE","TRUE","FALSE","TRUE"
