id,diagnosis,name,description,description_1,exclusion_f,pre_existing_f,standard_fee,standard_treatment_day,diagnosis_map,poly,last_opr,allowed_f,last_update
diagnosis10787,W39,Discharge of firework,Discharge of firework,,0,0,0,0,2339,,,1,
diagnosis10788,W40,Explosion of other materials,Explosion of other materials,,0,0,0,0,2340,,,1,
diagnosis10789,W41,Exposure to high-pressure jet,Exposure to high-pressure jet,,0,0,0,0,2341,,,1,
diagnosis10790,W42,Exposure to noise,Exposure to noise,,0,0,0,0,2342,,,1,
diagnosis10791,W43,Exposure to vibration,Exposure to vibration,,0,0,0,0,2343,,,1,
diagnosis10792,W44,Foreign body entering into or through eye or natural orifice,Foreign body entering into or through eye or natural orifice,,0,0,0,0,2344,,,1,
diagnosis10793,W45,Foreign body or object entering through skin,Foreign body or object entering through skin,,0,0,0,0,2345,,,1,
diagnosis10794,W49,Exposure to other and unspecified inanimate mechanical forces,Exposure to other and unspecified inanimate mechanical forces,,0,0,0,0,2349,,,1,
diagnosis10795,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person","Hit, struck, kicked, twisted, bitten or scratched by another person",,0,0,0,0,2350,,,1,
diagnosis10796,W51,Striking against or bumped into by another person,Striking against or bumped into by another person,,0,0,0,0,2351,,,1,
diagnosis10797,W52,"Crushed, pushed or stepped on by crowd or human stampede","Crushed, pushed or stepped on by crowd or human stampede",,0,0,0,0,2352,,,1,
diagnosis10798,W53,Bitten by rat,Bitten by rat,,0,0,0,0,2353,,,1,
diagnosis10799,W54,Bitten or struck by dog,Bitten or struck by dog,,0,0,0,0,2354,,,1,
diagnosis10800,W55,Bitten or struck by other mammals,Bitten or struck by other mammals,,0,0,0,0,2355,,,1,
diagnosis10801,W56,Contact with marine animal,Contact with marine animal,,0,0,0,0,2356,,,1,
diagnosis10802,W57,Bitten or stung by nonvenomous insect and other nonvenomousarthropods,Bitten or stung by nonvenomous insect and other nonvenomousarthropods,,0,0,0,0,2357,,,1,
diagnosis10803,W58,Bitten or struck by crocodile or alligator,Bitten or struck by crocodile or alligator,,0,0,0,0,2358,,,1,
diagnosis10804,W59,Bitten or crushed by other reptiles,Bitten or crushed by other reptiles,,0,0,0,0,2359,,,1,
diagnosis10805,W60,Contact with plant thorns and spines and sharp leaves,Contact with plant thorns and spines and sharp leaves,,0,0,0,0,2360,,,1,
diagnosis10806,W64,Exposure to other and unspecified animate mechanical forces,Exposure to other and unspecified animate mechanical forces,,0,0,0,0,2364,,,1,
diagnosis10807,W65,Drowning and submersion while in bath-tub,Drowning and submersion while in bath-tub,,0,0,0,0,2365,,,1,
diagnosis10808,W66,Drowning and submersion following fall into bath-tub,Drowning and submersion following fall into bath-tub,,0,0,0,0,2366,,,1,
diagnosis10809,W67,Drowning and submersion while in swimming-pool,Drowning and submersion while in swimming-pool,,0,0,0,0,2367,,,1,
diagnosis10810,W68,Drowning and submersion following fall into swimming-pool,Drowning and submersion following fall into swimming-pool,,0,0,0,0,2368,,,1,
diagnosis10811,W69,Drowning and submersion while in natural water,Drowning and submersion while in natural water,,0,0,0,0,2369,,,1,
diagnosis10812,W70,Drowning and submersion following fall into natural water,Drowning and submersion following fall into natural water,,0,0,0,0,2370,,,1,
diagnosis10813,W73,Other specified drowning and submersion,Other specified drowning and submersion,,0,0,0,0,2373,,,1,
diagnosis10814,W74,UNSPECIFIED DROWNING AND SUBMERSION,UNSPECIFIED DROWNING AND SUBMERSION,,0,0,,,2374,,,1,
diagnosis10815,W75,Accidental suffocation and strangulation in bed,Accidental suffocation and strangulation in bed,,0,0,0,0,2375,,,1,
diagnosis10816,W76,OTHER ACCIDENTAL HANGING AND STRANGULATION ,OTHER ACCIDENTAL HANGING AND STRANGULATION ,,0,0,,,2376,,,1,
diagnosis10817,W77,"Threat to breathing due to cave-in, falling earth and othersubstances","Threat to breathing due to cave-in, falling earth and othersubstances",,0,0,0,0,2377,,,1,
diagnosis10818,W78,Inhalation of gastric contents,Inhalation of gastric contents,,0,0,0,0,2378,,,1,
diagnosis10819,W79,Inhalation and ingestion of food causing obstruction of respiratorytract,Inhalation and ingestion of food causing obstruction of respiratorytract,,0,0,0,0,2379,,,1,
diagnosis10820,W80,Inhalation and ingestion of other objects causing obstruction ofrespiratory tract,Inhalation and ingestion of other objects causing obstruction ofrespiratory tract,,0,0,0,0,2380,,,1,
diagnosis10821,W81,Confined to or trapped in a low-oxygen environment,Confined to or trapped in a low-oxygen environment,,0,0,0,0,2381,,,1,
diagnosis10822,W83,Other specified threats to breathing,Other specified threats to breathing,,0,0,0,0,2383,,,1,
diagnosis10823,W84,Unspecified threat to breathing,Unspecified threat to breathing,,0,0,0,0,2384,,,1,
diagnosis10824,W85,Exposure to electric transmission lines,Exposure to electric transmission lines,,0,0,0,0,2385,,,1,
diagnosis10825,W86,Exposure to other specified electric current,Exposure to other specified electric current,,0,0,0,0,2386,,,1,
diagnosis10826,W87,Exposure to unspecified electric current,Exposure to unspecified electric current,,0,0,0,0,2387,,,1,
diagnosis10827,W88,Exposure to ionizing radiation,Exposure to ionizing radiation,,0,0,0,0,2388,,,1,
diagnosis10828,W89,Exposure to man-made visible and ultraviolet light,Exposure to man-made visible and ultraviolet light,,0,0,0,0,2389,,,1,
diagnosis10829,W90,Exposure to other nonionizing radiation,Exposure to other nonionizing radiation,,0,0,0,0,2390,,,1,
diagnosis10830,W91,Exposure to unspecified type of radiation,Exposure to unspecified type of radiation,,0,0,0,0,2391,,,1,
diagnosis10831,W92,Exposure to excessive heat of man-made origin,Exposure to excessive heat of man-made origin,,0,0,0,0,2392,,,1,
diagnosis10832,W93,Exposure to excessive cold of man-made origin,Exposure to excessive cold of man-made origin,,0,0,0,0,2393,,,1,
diagnosis10833,W94,Exposure to high and low air pressure and changes in air pressure,Exposure to high and low air pressure and changes in air pressure,,0,0,0,0,2394,,,1,
diagnosis10834,W99,Exposure to other and unspecified man-made environmental factors,Exposure to other and unspecified man-made environmental factors,,0,0,0,0,2399,,,1,
diagnosis10835,X00,Exposure to uncontrolled fire in building or structure,Exposure to uncontrolled fire in building or structure,,0,0,0,0,2400,,,1,
diagnosis10836,X01,"Exposure to uncontrolled fire, not in building or structure","Exposure to uncontrolled fire, not in building or structure",,0,0,0,0,2401,,,1,
diagnosis10837,X02,Exposure to controlled fire in building or structure,Exposure to controlled fire in building or structure,,0,0,0,0,2402,,,1,
diagnosis10838,X03,"Exposure to controlled fire, not in building or structure","Exposure to controlled fire, not in building or structure",,0,0,0,0,2403,,,1,
diagnosis10839,X04,Exposure to ignition of highly flammable material,Exposure to ignition of highly flammable material,,0,0,0,0,2404,,,1,
diagnosis10840,X05,Exposure to ignition or melting of nightwear,Exposure to ignition or melting of nightwear,,0,0,0,0,2405,,,1,
diagnosis10841,X06,Exposure to ignition or melting of other clothing and apparel,Exposure to ignition or melting of other clothing and apparel,,0,0,0,0,2406,,,1,
diagnosis10842,X08,"Exposure to other specified smoke, fire and flames","Exposure to other specified smoke, fire and flames",,0,0,0,0,2408,,,1,
diagnosis10843,X09,"Exposure to unspecified smoke, fire and flames","Exposure to unspecified smoke, fire and flames",,0,0,0,0,2409,,,1,
diagnosis10844,X10,"Contact with hot drinks, food, fats and cooking oils","Contact with hot drinks, food, fats and cooking oils",,0,0,0,0,2410,,,1,
diagnosis10845,X11,Contact with hot tap-water,Contact with hot tap-water,,0,0,0,0,2411,,,1,
diagnosis10846,X12,Contact with other hot fluids,Contact with other hot fluids,,0,0,0,0,2412,,,1,
diagnosis10847,X13,Contact with steam and hot vapours,Contact with steam and hot vapours,,0,0,0,0,2413,,,1,
diagnosis10848,X14,Contact with hot air and gases,Contact with hot air and gases,,0,0,0,0,2414,,,1,
diagnosis10849,X15,Contact with hot household appliances,Contact with hot household appliances,,0,0,0,0,2415,,,1,
diagnosis10850,X16,"Contact with hot heating appliances, radiators and pipes","Contact with hot heating appliances, radiators and pipes",,0,0,0,0,2416,,,1,
diagnosis10851,X17,"Contact with hot engines, machinery and tools","Contact with hot engines, machinery and tools",,0,0,0,0,2417,,,1,
diagnosis10852,X18,Contact with other hot metals,Contact with other hot metals,,0,0,0,0,2418,,,1,
diagnosis10853,X19,Contact with other and unspecified heat and hot substances,Contact with other and unspecified heat and hot substances,,0,0,0,0,2419,,,1,
diagnosis10854,X20,Contact with venomous snakes and lizards,Contact with venomous snakes and lizards,,0,0,0,0,2420,,,1,
diagnosis10855,X21,Contact with venomous spiders,Contact with venomous spiders,,0,0,0,0,2421,,,1,
diagnosis10856,X22,Contact with scorpions,Contact with scorpions,,0,0,0,0,2422,,,1,
diagnosis10857,X23,"Contact with hornets, wasps and bees","Contact with hornets, wasps and bees",,0,0,0,0,2423,,,1,
diagnosis10858,X24,Contact with centipedes and venomous millipedes (tropical),Contact with centipedes and venomous millipedes (tropical),,0,0,0,0,2424,,,1,
diagnosis10859,X25,Contact with other specified venomous arthropods,Contact with other specified venomous arthropods,,0,0,0,0,2425,,,1,
diagnosis10860,X26,Contact with venomous marine animals and plants,Contact with venomous marine animals and plants,,0,0,0,0,2426,,,1,
diagnosis10861,X27,Contact with other specified venomous animals,Contact with other specified venomous animals,,0,0,0,0,2427,,,1,
diagnosis10862,X28,Contact with other specified venomous plants,Contact with other specified venomous plants,,0,0,0,0,2428,,,1,
diagnosis10863,X29,Contact with unspecified venomous animal or plant,Contact with unspecified venomous animal or plant,,0,0,0,0,2429,,,1,
diagnosis10864,X30,Exposure to excessive natural heat,Exposure to excessive natural heat,,0,0,0,0,2430,,,1,
diagnosis10865,X31,Exposure to excessive natural cold,Exposure to excessive natural cold,,0,0,0,0,2431,,,1,
diagnosis10866,X32,Exposure to sunlight,Exposure to sunlight,,0,0,0,0,2432,,,1,
diagnosis10867,X33,Victim of lightning,Victim of lightning,,0,0,0,0,2433,,,1,
diagnosis10868,X34,Victim of earthquake,Victim of earthquake,,0,0,0,0,2434,,,1,
diagnosis10869,X35,Victim of volcanic eruption,Victim of volcanic eruption,,0,0,0,0,2435,,,1,
diagnosis10870,X36,"Victim of avalanche, landslide and other earth movements","Victim of avalanche, landslide and other earth movements",,0,0,0,0,2436,,,1,
diagnosis10871,X37,Victim of cataclysmic storm,Victim of cataclysmic storm,,0,0,0,0,2437,,,1,
diagnosis10872,X38,Victim of flood,Victim of flood,,0,0,0,0,2438,,,1,
diagnosis10873,X39,Exposure to other and unspecified forces of nature,Exposure to other and unspecified forces of nature,,0,0,0,0,2439,,,1,
diagnosis10874,X40,"Accidental poisoning by and exposure to nonopioid analgesics,antipyretics and antirheumatics","Accidental poisoning by and exposure to nonopioid analgesics,antipyretics and antirheumatics",,0,0,0,0,2440,,,1,
diagnosis10875,X41,"Accidental poisoning by and exposure to antiepileptic,sedative-hypnotic, antiparkinsonism and psycho","Accidental poisoning by and exposure to antiepileptic,sedative-hypnotic, antiparkinsonism and psycho",,0,0,0,0,2441,,,1,
diagnosis10876,X42,"Accidental poisoning by and exposure to narcotics andpsychodysleptics [hallucinogens], not elsewhere","Accidental poisoning by and exposure to narcotics andpsychodysleptics [hallucinogens], not elsewhere",,0,0,0,0,2442,,,1,
diagnosis10877,X43,Accidental poisoning by and exposure to other drugs acting on theautonomic nervous system,Accidental poisoning by and exposure to other drugs acting on theautonomic nervous system,,0,0,0,0,2443,,,1,
diagnosis10878,X44,"Accidental poisoning by and exposure to other and unspecified drugs,medicaments and biological subst","Accidental poisoning by and exposure to other and unspecified drugs,medicaments and biological subst",,0,0,0,0,2444,,,1,
diagnosis10879,X45,Accidental poisoning by and exposure to alcohol,Accidental poisoning by and exposure to alcohol,,0,0,0,0,2445,,,1,
diagnosis10880,X46,Accidental poisoning by and exposure to organic solvents andhalogenated hydrocarbons and their vapou,Accidental poisoning by and exposure to organic solvents andhalogenated hydrocarbons and their vapou,,0,0,0,0,2446,,,1,
diagnosis10881,X47,Accidental poisoning by and exposure to other gases and vapours,Accidental poisoning by and exposure to other gases and vapours,,0,0,0,0,2447,,,1,
diagnosis10882,X48,Accidental poisoning by and exposure to pesticides,Accidental poisoning by and exposure to pesticides,,0,0,0,0,2448,,,1,
diagnosis10883,X49,Accidental poisoning by and exposure to other and unspecifiedchemicals and noxious substances,Accidental poisoning by and exposure to other and unspecifiedchemicals and noxious substances,,0,0,0,0,2449,,,1,
diagnosis10884,X50,Overexertion and strenuous or repetitive movements,Overexertion and strenuous or repetitive movements,,0,0,0,0,2450,,,1,
diagnosis10885,X51,Travel and motion,Travel and motion,,0,0,0,0,2451,,,1,
diagnosis10886,X52,Prolonged stay in weightless environment,Prolonged stay in weightless environment,,0,0,0,0,2452,,,1,
diagnosis10887,X53,Lack of food,Lack of food,,0,0,0,0,2453,,,1,
diagnosis10888,X54,Lack of water,Lack of water,,0,0,0,0,2454,,,1,
diagnosis10889,X57,Unspecified privation,Unspecified privation,,0,0,0,0,2457,,,1,
diagnosis10890,X58,Exposure to other specified factors,Exposure to other specified factors,,0,0,0,0,2458,,,1,
diagnosis10891,X59,Exposure to unspecified factor,Exposure to unspecified factor,,0,0,0,0,2459,,,1,
diagnosis10892,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics,antipyretics and antirheumatics","Intentional self-poisoning by and exposure to nonopioid analgesics,antipyretics and antirheumatics",,0,0,0,0,2460,,,1,
diagnosis10893,X61,"Intentional self-poisoning by and exposure to antiepileptic,sedative-hypnotic, antiparkinsonism and ","Intentional self-poisoning by and exposure to antiepileptic,sedative-hypnotic, antiparkinsonism and ",,0,0,0,0,2461,,,1,
diagnosis10894,X62,"Intentional self-poisoning by and exposure to narcotics andpsychodysleptics [hallucinogens], not els","Intentional self-poisoning by and exposure to narcotics andpsychodysleptics [hallucinogens], not els",,0,0,0,0,2462,,,1,
diagnosis10895,X63,Intentional self-poisoning by and exposure to other drugs acting onthe autonomic nervous system,Intentional self-poisoning by and exposure to other drugs acting onthe autonomic nervous system,,0,0,0,0,2463,,,1,
diagnosis10896,X64,"Intentional self-poisoning by and exposure to other and unspecifieddrugs, medicaments and biological","Intentional self-poisoning by and exposure to other and unspecifieddrugs, medicaments and biological",,0,0,0,0,2464,,,1,
diagnosis10897,X65,Intentional self-poisoning by and exposure to alcohol,Intentional self-poisoning by and exposure to alcohol,,0,0,0,0,2465,,,1,
diagnosis10898,X66,Intentional self-poisoning by and exposure to organic solvents andhalogenated hydrocarbons and their,Intentional self-poisoning by and exposure to organic solvents andhalogenated hydrocarbons and their,,0,0,0,0,2466,,,1,
diagnosis10899,X67,Intentional self-poisoning by and exposure to other gases andvapours,Intentional self-poisoning by and exposure to other gases andvapours,,0,0,0,0,2467,,,1,
diagnosis10900,X68,Intentional self-poisoning by and exposure to pesticides,Intentional self-poisoning by and exposure to pesticides,,0,0,0,0,2468,,,1,
diagnosis10901,X69,Intentional self-poisoning by and exposure to other and unspecifiedchemicals and noxious substances,Intentional self-poisoning by and exposure to other and unspecifiedchemicals and noxious substances,,0,0,0,0,2469,,,1,
diagnosis10902,X70,"Intentional self-harm by hanging, strangulation and suffocation","Intentional self-harm by hanging, strangulation and suffocation",,0,0,0,0,2470,,,1,
diagnosis10903,X71,Intentional self-harm by drowning and submersion,Intentional self-harm by drowning and submersion,,0,0,0,0,2471,,,1,
diagnosis10904,X72,Intentional self-harm by handgun discharge,Intentional self-harm by handgun discharge,,0,0,0,0,2472,,,1,
diagnosis10905,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Intentional self-harm by rifle, shotgun and larger firearm discharge",,0,0,0,0,2473,,,1,
diagnosis10906,X74,Intentional self-harm by other and unspecified firearm discharge,Intentional self-harm by other and unspecified firearm discharge,,0,0,0,0,2474,,,1,
diagnosis10907,X75,Intentional self-harm by explosive material,Intentional self-harm by explosive material,,0,0,0,0,2475,,,1,
diagnosis10908,X76,"Intentional self-harm by smoke, fire and flames","Intentional self-harm by smoke, fire and flames",,0,0,0,0,2476,,,1,
diagnosis10909,X77,"Intentional self-harm by steam, hot vapours and hot objects","Intentional self-harm by steam, hot vapours and hot objects",,0,0,0,0,2477,,,1,
diagnosis10910,X78,Intentional self-harm by sharp object,Intentional self-harm by sharp object,,0,0,0,0,2478,,,1,
diagnosis10911,X79,Intentional self-harm by blunt object,Intentional self-harm by blunt object,,0,0,0,0,2479,,,1,
diagnosis10912,X80,Intentional self-harm by jumping from a high place,Intentional self-harm by jumping from a high place,,0,0,0,0,2480,,,1,
diagnosis10913,X81,Intentional self-harm by jumping or lying before moving object,Intentional self-harm by jumping or lying before moving object,,0,0,0,0,2481,,,1,
diagnosis10914,X82,Intentional self-harm by crashing of motor vehicle,Intentional self-harm by crashing of motor vehicle,,0,0,0,0,2482,,,1,
diagnosis10915,X83,Intentional self-harm by other specified means,Intentional self-harm by other specified means,,0,0,0,0,2483,,,1,
diagnosis10916,X84,Intentional self-harm by unspecified means,Intentional self-harm by unspecified means,,0,0,0,0,2484,,,1,
diagnosis10917,X85,"Assault by drugs, medicaments and biological substances","Assault by drugs, medicaments and biological substances",,0,0,0,0,2485,,,1,
diagnosis10918,X86,Assault by corrosive substance,Assault by corrosive substance,,0,0,0,0,2486,,,1,
diagnosis10919,X87,Assault by pesticides,Assault by pesticides,,0,0,0,0,2487,,,1,
diagnosis10920,X88,Assault by gases and vapours,Assault by gases and vapours,,0,0,0,0,2488,,,1,
diagnosis10921,X89,Assault by other specified chemicals and noxious substances,Assault by other specified chemicals and noxious substances,,0,0,0,0,2489,,,1,
diagnosis10922,X90,Assault by unspecified chemical or noxious substance,Assault by unspecified chemical or noxious substance,,0,0,0,0,2490,,,1,
diagnosis10923,X91,"Assault by hanging, strangulation and suffocation","Assault by hanging, strangulation and suffocation",,0,0,0,0,2491,,,1,
diagnosis10924,X92,Assault by drowning and submersion,Assault by drowning and submersion,,0,0,0,0,2492,,,1,
diagnosis10925,X93,Assault by handgun discharge,Assault by handgun discharge,,0,0,0,0,2493,,,1,
diagnosis10926,X94,"Assault by rifle, shotgun and larger firearm discharge","Assault by rifle, shotgun and larger firearm discharge",,0,0,0,0,2494,,,1,
diagnosis10927,X95,Assault by other and unspecified firearm discharge,Assault by other and unspecified firearm discharge,,0,0,0,0,2495,,,1,
diagnosis10928,X96,Assault by explosive material,Assault by explosive material,,0,0,0,0,2496,,,1,
diagnosis10929,X97,"Assault by smoke, fire and flames","Assault by smoke, fire and flames",,0,0,0,0,2497,,,1,
diagnosis10930,X98,"Assault by steam, hot vapours and hot objects","Assault by steam, hot vapours and hot objects",,0,0,0,0,2498,,,1,
diagnosis10931,X99,Assault by sharp object,Assault by sharp object,,0,0,0,0,2499,,,1,
diagnosis10932,Y00,Assault by blunt object,Assault by blunt object,,0,0,0,0,2500,,,1,
diagnosis10933,Y01,Assault by pushing from high place,Assault by pushing from high place,,0,0,0,0,2501,,,1,
diagnosis10934,Y02,Assault by pushing or placing victim before moving object,Assault by pushing or placing victim before moving object,,0,0,0,0,2502,,,1,
diagnosis10935,Y03,Assault by crashing of motor vehicle,Assault by crashing of motor vehicle,,0,0,0,0,2503,,,1,
diagnosis10936,Y04,Assault by bodily force,Assault by bodily force,,0,0,0,0,2504,,,1,
diagnosis10937,Y05,Sexual assault by bodily force,Sexual assault by bodily force,,0,0,0,0,2505,,,1,
diagnosis10938,Y06,Neglect and abandonment,Neglect and abandonment,,0,0,0,0,2506,,,1,
diagnosis10939,Y06.0,By spouse or partner,By spouse or partner,,0,0,0,0,25060,,,1,
diagnosis10940,Y06.1,By parent,By parent,,0,0,0,0,25061,,,1,
diagnosis10941,Y06.2,By acquaintance or friend,By acquaintance or friend,,0,0,0,0,25062,,,1,
diagnosis10942,Y06.8,By other specified persons,By other specified persons,,0,0,0,0,25068,,,1,
diagnosis10943,Y06.9,By unspecified person,By unspecified person,,0,0,0,0,25069,,,1,
diagnosis10944,Y07,Other maltreatment syndromes,Other maltreatment syndromes,,0,0,0,0,2507,,,1,
diagnosis10945,Y07.0,By spouse or partner,By spouse or partner,,0,0,0,0,25070,,,1,
diagnosis10946,Y07.1,By parent,By parent,,0,0,0,0,25071,,,1,
diagnosis10947,Y07.2,By acquaintance or friend,By acquaintance or friend,,0,0,0,0,25072,,,1,
diagnosis10948,Y07.3,By official authorities,By official authorities,,0,0,0,0,25073,,,1,
diagnosis10949,Y07.8,By other specified persons,By other specified persons,,0,0,0,0,25078,,,1,
diagnosis10950,Y07.9,By unspecified person,By unspecified person,,0,0,0,0,25079,,,1,
diagnosis10951,Y08,Assault by other specified means,Assault by other specified means,,0,0,0,0,2508,,,1,
diagnosis10952,Y09,Assault by unspecified means,Assault by unspecified means,,0,0,0,0,2509,,,1,
diagnosis10953,Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics andantirheumatics, undetermined inte","Poisoning by and exposure to nonopioid analgesics, antipyretics andantirheumatics, undetermined inte",,0,0,0,0,2510,,,1,
diagnosis10954,Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic,antiparkinsonism and psychotropic drug","Poisoning by and exposure to antiepileptic, sedative-hypnotic,antiparkinsonism and psychotropic drug",,0,0,0,0,2511,,,1,
diagnosis10955,Y12,"Poisoning by and exposure to narcotics and psychodysleptics[hallucinogens], not elsewhere classified","Poisoning by and exposure to narcotics and psychodysleptics[hallucinogens], not elsewhere classified",,0,0,0,0,2512,,,1,
diagnosis10956,Y13,"Poisoning by and exposure to other drugs acting on the autonomicnervous system, undetermined intent","Poisoning by and exposure to other drugs acting on the autonomicnervous system, undetermined intent",,0,0,0,0,2513,,,1,
diagnosis10957,Y14,"Poisoning by and exposure to other and unspecified drugs,medicaments and biological substances, unde","Poisoning by and exposure to other and unspecified drugs,medicaments and biological substances, unde",,0,0,0,0,2514,,,1,
diagnosis10958,Y15,"Poisoning by and exposure to alcohol, undetermined intent","Poisoning by and exposure to alcohol, undetermined intent",,0,0,0,0,2515,,,1,
diagnosis10959,Y16,"Poisoning by and exposure to organic solvents and halogenatedhydrocarbons and their vapours, undeter","Poisoning by and exposure to organic solvents and halogenatedhydrocarbons and their vapours, undeter",,0,0,0,0,2516,,,1,
diagnosis10960,Y17,"Poisoning by and exposure to other gases and vapours, undeterminedintent","Poisoning by and exposure to other gases and vapours, undeterminedintent",,0,0,0,0,2517,,,1,
diagnosis10961,Y18,"Poisoning by and exposure to pesticides, undetermined intent","Poisoning by and exposure to pesticides, undetermined intent",,0,0,0,0,2518,,,1,
diagnosis10962,Y19,"Poisoning by and exposure to other and unspecified chemicals andnoxious substances, undetermined int","Poisoning by and exposure to other and unspecified chemicals andnoxious substances, undetermined int",,0,0,0,0,2519,,,1,
diagnosis10963,Y20,"Hanging, strangulation and suffocation, undetermined intent","Hanging, strangulation and suffocation, undetermined intent",,0,0,0,0,2520,,,1,
diagnosis10964,Y21,"Drowning and submersion, undetermined intent","Drowning and submersion, undetermined intent",,0,0,0,0,2521,,,1,
diagnosis10965,Y22,"Handgun discharge, undetermined intent","Handgun discharge, undetermined intent",,0,0,0,0,2522,,,1,
diagnosis10966,Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent","Rifle, shotgun and larger firearm discharge, undetermined intent",,0,0,0,0,2523,,,1,
diagnosis10967,Y24,"Other and unspecified firearm discharge, undetermined intent","Other and unspecified firearm discharge, undetermined intent",,0,0,0,0,2524,,,1,
diagnosis10968,Y25,"Contact with explosive material, undetermined intent","Contact with explosive material, undetermined intent",,0,0,0,0,2525,,,1,
diagnosis10969,Y26,"Exposure to smoke, fire and flames, undetermined intent","Exposure to smoke, fire and flames, undetermined intent",,0,0,0,0,2526,,,1,
diagnosis10970,Y27,"Contact with steam, hot vapours and hot objects, undetermined intent","Contact with steam, hot vapours and hot objects, undetermined intent",,0,0,0,0,2527,,,1,
diagnosis10971,Y28,"Contact with sharp object, undetermined intent","Contact with sharp object, undetermined intent",,0,0,0,0,2528,,,1,
diagnosis10972,Y29,"Contact with blunt object, undetermined intent","Contact with blunt object, undetermined intent",,0,0,0,0,2529,,,1,
diagnosis10973,Y30,"Falling, jumping or pushed from a high place, undetermined intent","Falling, jumping or pushed from a high place, undetermined intent",,0,0,0,0,2530,,,1,
diagnosis10974,Y31,"Falling, lying or running before or into moving object, undeterminedintent","Falling, lying or running before or into moving object, undeterminedintent",,0,0,0,0,2531,,,1,
diagnosis10975,Y32,"Crashing of motor vehicle, undetermined intent","Crashing of motor vehicle, undetermined intent",,0,0,0,0,2532,,,1,
diagnosis10976,Y33,"Other specified events, undetermined intent","Other specified events, undetermined intent",,0,0,0,0,2533,,,1,
diagnosis10977,Y34,"Unspecified event, undetermined intent","Unspecified event, undetermined intent",,0,0,0,0,2534,,,1,
diagnosis10978,Y35,Legal intervention,Legal intervention,,0,0,0,0,2535,,,1,
diagnosis10979,Y35.0,Legal intervention involving firearm discharge,Legal intervention involving firearm discharge,,0,0,0,0,25350,,,1,
diagnosis10980,Y35.1,Legal intervention involving explosives,Legal intervention involving explosives,,0,0,0,0,25351,,,1,
diagnosis10981,Y35.2,Legal intervention involving gas,Legal intervention involving gas,,0,0,0,0,25352,,,1,
diagnosis10982,Y35.3,Legal intervention involving blunt objects,Legal intervention involving blunt objects,,0,0,0,0,25353,,,1,
diagnosis10983,Y35.4,Legal intervention involving sharp objects,Legal intervention involving sharp objects,,0,0,0,0,25354,,,1,
diagnosis10984,Y35.5,Legal execution,Legal execution,,0,0,0,0,25355,,,1,
diagnosis10985,Y35.6,Legal intervention involving other specified means,Legal intervention involving other specified means,,0,0,0,0,25356,,,1,
diagnosis10986,Y35.7,"Legal intervention, means unspecified","Legal intervention, means unspecified",,0,0,0,0,25357,,,1,
diagnosis10987,Y36,Operations of war,Operations of war,,0,0,0,0,2536,,,1,
diagnosis10988,Y36.0,War operations involving explosion of marine weapons,War operations involving explosion of marine weapons,,0,0,0,0,25360,,,1,
diagnosis10989,Y36.1,War operations involving destruction of aircraft,War operations involving destruction of aircraft,,0,0,0,0,25361,,,1,
diagnosis10990,Y36.2,War operations involving other explosions and fragments,War operations involving other explosions and fragments,,0,0,0,0,25362,,,1,
diagnosis10991,Y36.3,"War operations involving fires, conflagrations and hot substances","War operations involving fires, conflagrations and hot substances",,0,0,0,0,25363,,,1,
diagnosis10992,Y36.4,War operations involving firearm discharge and other forms ofconventional warfare,War operations involving firearm discharge and other forms ofconventional warfare,,0,0,0,0,25364,,,1,
diagnosis10993,Y36.5,War operations involving nuclear weapons,War operations involving nuclear weapons,,0,0,0,0,25365,,,1,
diagnosis10994,Y36.6,War operations involving biological weapons,War operations involving biological weapons,,0,0,0,0,25366,,,1,
diagnosis10995,Y36.7,War operations involving chemical weapons and other forms ofunconventional warfare,War operations involving chemical weapons and other forms ofunconventional warfare,,0,0,0,0,25367,,,1,
diagnosis10996,Y36.8,War operations occurring after cessation of hostilities,War operations occurring after cessation of hostilities,,0,0,0,0,25368,,,1,
diagnosis10997,Y36.9,"War operations, unspecified","War operations, unspecified",,0,0,0,0,25369,,,1,
diagnosis10998,Y40,Systemic antibiotics,Systemic antibiotics,,0,0,0,0,2540,,,1,
diagnosis10999,Y40.0,Penicillins,Penicillins,,0,0,0,0,25400,,,1,
diagnosis11000,Y40.1,Cefalosporins and other beta-lactam antibiotics,Cefalosporins and other beta-lactam antibiotics,,0,0,0,0,25401,,,1,
diagnosis11001,Y40.2,Chloramphenicol group,Chloramphenicol group,,0,0,0,0,25402,,,1,
diagnosis11002,Y40.3,Macrolides,Macrolides,,0,0,0,0,25403,,,1,
diagnosis11003,Y40.4,Tetracyclines,Tetracyclines,,0,0,0,0,25404,,,1,
diagnosis11004,Y40.5,Aminoglycosides,Aminoglycosides,,0,0,0,0,25405,,,1,
diagnosis11005,Y40.6,Rifamycins,Rifamycins,,0,0,0,0,25406,,,1,
diagnosis11006,Y40.7,"Antifungal antibiotics, systemically used","Antifungal antibiotics, systemically used",,0,0,0,0,25407,,,1,
