id,name,product_tmpl_id,product_uom,bom_line_ids/product_id,product_qty,yield,type,routing_id,bom_line_ids/product_uom,bom_line_ids/product_qty,bom_line_ids/component_type
,,,,CSH007,,,,,Pcs,132,kemas_sekunder
,,,,LBK010,,,,,Pcs,397,kemas_sekunder
,,,,CPB001,,,,,Roll,2,kemas_sekunder
"bom_glomethyl0,2mg/ml1ml","Glomethyl 0,2 mg/ml 1 ml","Glomethyl 0,2 mg/ml 1 ml",Ampul,AMM001,45450,,Normal,Injeksi,g,11,raw_material
,,,,BTA002,,,,,g,12.5,raw_material
,,,,BSC001,,,,,kg,0.15,raw_material
,,,,BDE001,,,,,g,5,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM002,,,,,Pcs,45450,kemas_primer
,,,,CRO001,,,,,Set,9090,kemas_primer
,,,,CIN072,,,,,Pcs,4545,kemas_sekunder
,,,,CBR067,,,,,Pcs,4545,kemas_sekunder
,,,,CSH009,,,,,Pcs,46,kemas_sekunder
,,,,LBK010,,,,,Pcs,91,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_glomin40mg/ml5ml,Glomin 40 mg/ml 5 ml,Glomin 40 mg/ml 5 ml,Ampul,ADH004,9433,,Normal,Injeksi,kg,2,raw_material
,,,,BSD003,,,,,kg,0.456,raw_material
,,,,BCA001,,,,,kg,0.5,raw_material
,,,,BSC004,,,,,g,0.25,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM009,,,,,Pcs,9500,kemas_primer
,,,,CET068,,,,,Pcs,9433,kemas_sekunder
,,,,CRO005,,,,,Set,1887,kemas_sekunder
,,,,CIN073,,,,,Pcs,1887,kemas_sekunder
,,,,CBR068,,,,,Pcs,1887,kemas_sekunder
,,,,CSH011,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,64,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,LBK024,,,,,Roll,1,kemas_sekunder
bom_lidocaincompositum2ml,Lidocain compositum 2 ml,Lidocain compositum 2 ml,Ampul,ALH001,47619,,Normal,Injeksi,kg,2.06,raw_material
,,,,AEB001,,,,,g,2.6,raw_material
,,,,BDE001,,,,,g,10,raw_material
,,,,BSD003,,,,,kg,0.05,raw_material
,,,,BMP001,,,,,kg,0.12,raw_material
,,,,BTA002,,,,,g,7.02,raw_material
,,,,BPG001,,,,,kg,5.195,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CAM007,,,,,Pcs,47650,kemas_primer
,,,,CIN082,,,,,Pcs,1588,kemas_sekunder
,,,,CRA002,,,,,Set,1588,kemas_sekunder
,,,,CBR074,,,,,Pcs,1588,kemas_sekunder
,,,,CSH018,,,,,Pcs,20,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_lidocaine22ml,Lidocaine 2% 2 ml,Lidocaine 2% 2 ml,Ampul,ALH001,47619,,Normal,Injeksi,kg,2.04,raw_material
,,,,BSC001,,,,,kg,0.214,raw_material
,,,,BSD003,,,,,kg,0.1,raw_material
,,,,BPD001,,,,,kg,0.477,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CAM007,,,,,Pcs,47650,kemas_primer
,,,,CIN081,,,,,Pcs,478,kemas_sekunder
,,,,CRA001,,,,,Set,477,kemas_sekunder
,,,,LBK018,,,,,Pcs,954,kemas_sekunder
,,,,CBR073,,,,,Pcs,478,kemas_sekunder
,,,,CSH008,,,,,Pcs,20,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_lunex50mg/ml5ml,Lunex 50 mg/ml 5 ml,Lunex 50 mg/ml 5 ml,Ampul,ATA002,9433,,Normal,Injeksi,kg,2.5,raw_material
,,,,BHA001,,,,,ml,250,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM009,,,,,Pcs,10000,kemas_primer
,,,,CET078,,,,,Pcs,9433,kemas_sekunder
,,,,CRO005,,,,,Set,1887,kemas_sekunder
,,,,CIN083,,,,,Pcs,943,kemas_sekunder
,,,,CBR075,,,,,Pcs,943,kemas_sekunder
,,,,CSH011,,,,,Pcs,16,kemas_sekunder
,,,,LBK010,,,,,Pcs,32,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_lunex100mg/ml5ml,Lunex 100mg/ml 5 ml,Lunex 100mg/ml 5 ml,Ampul,ATA002,18867,,Normal,Injeksi,kg,10,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CAM009,,,,,Pcs,20000,kemas_primer
,,,,CET077,,,,,Pcs,18868,kemas_sekunder
,,,,CRO005,,,,,Set,3773,kemas_sekunder
,,,,CBR075,,,,,Pcs,1888,kemas_sekunder
,,,,CSH011,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,64,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
"bom_methylergometrine0,2mg/ml1ml","Methylergometrine 0,2mg/ml 1ml","Methylergometrine 0,2mg/ml 1ml",Ampul,AMM001,45454,,Normal,Injeksi,g,11,raw_material
,,,,BTA002,,,,,g,12.5,raw_material
,,,,BSC001,,,,,kg,0.15,raw_material
,,,,BDE001,,,,,g,5,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM002,,,,,Pcs,45500,kemas_primer
,,,,CIN087,,,,,Pcs,1516,kemas_sekunder
,,,,CRA002,,,,,Set,1515,kemas_sekunder
,,,,CBR077,,,,,Pcs,1516,kemas_sekunder
,,,,CSH019,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,39,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_papaverin40mg/ml10ml,Papaverin 40 mg/ml 10 ml,Papaverin 40 mg/ml 10 ml,Vial,APH001,9523,,Normal,Injeksi,kg,4,raw_material
,,,,BDE001,,,,,g,5,raw_material
,,,,BCA002,,,,,kg,0.45,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,9600,kemas_primer
,,,,CRS001,,,,,Pcs,9600,kemas_primer
,,,,CFO003,,,,,Pcs,9600,kemas_primer
,,,,CET089,,,,,Pcs,10475,kemas_sekunder
,,,,CIN094,,,,,Pcs,952,kemas_sekunder
,,,,CRA008,,,,,Set,952,kemas_sekunder
,,,,CBR084,,,,,Pcs,952,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,95,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
,,,,CCT001,,,,,Roll,0.4,kemas_sekunder
bom_papaverin40mg/ml1ml,Papaverin 40 mg/ml 1 ml,Papaverin 40 mg/ml 1 ml,Ampul,APH001,45454,,Normal,Injeksi,kg,2,raw_material
,,,,BDE001,,,,,g,2.5,raw_material
,,,,BCA002,,,,,kg,0.225,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM004,,,,,Pcs,45500,kemas_primer
,,,,CIN095,,,,,Pcs,456,kemas_sekunder
,,,,CRA001,,,,,Set,455,kemas_sekunder
,,,,LBK018,,,,,Pcs,910,kemas_sekunder
,,,,CBR084,,,,,Pcs,456,kemas_sekunder
,,,,CSH008,,,,,Pcs,19,kemas_sekunder
,,,,LBK010,,,,,Pcs,38,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_vitaminbcomplex10ml,Vitamin B complex 10 ml,Vitamin B complex 10 ml,Vial,ATH002,9523,,Normal,Injeksi,kg,0.22,raw_material
,,,,ARP001,,,,,g,0.297,raw_material
,,,,APH006,,,,,kg,0.2,raw_material
,,,,ADE001,,,,,kg,1.05,raw_material
,,,,ANI001,,,,,g,2,raw_material
,,,,APH004,,,,,kg,0.204,raw_material
,,,,BSD003,,,,,kg,0.1,raw_material
,,,,BPH001,,,,,kg,0.5,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,9600,kemas_primer
,,,,CRS001,,,,,Pcs,9600,kemas_primer
,,,,CFO004,,,,,Pcs,9600,kemas_primer
,,,,CET110,,,,,Pcs,10475,kemas_sekunder
,,,,CIN103,,,,,Pcs,952,kemas_sekunder
,,,,CRA008,,,,,Set,952,kemas_sekunder
,,,,CRA008,,,,,Set,952,kemas_sekunder
,,,,CBR099,,,,,Pcs,952,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,95,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_vitaminbcomplex20ml,Vitamin B complex 20 ml,Vitamin B complex 20 ml,Vial,ATH002,4854,,Normal,Injeksi,kg,0.22,raw_material
,,,,ARP001,,,,,g,0.297,raw_material
,,,,APH006,,,,,kg,0.2,raw_material
,,,,ADE001,,,,,kg,1.05,raw_material
,,,,ANI001,,,,,g,2,raw_material
,,,,APH004,,,,,kg,0.204,raw_material
,,,,BSD003,,,,,kg,0.1,raw_material
,,,,BPH001,,,,,kg,0.5,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI003,,,,,Pcs,5000,kemas_primer
,,,,CRS001,,,,,Pcs,5000,kemas_primer
,,,,CFO004,,,,,Pcs,5000,kemas_primer
,,,,CET111,,,,,Pcs,4855,kemas_sekunder
,,,,CIN104,,,,,Pcs,487,kemas_sekunder
,,,,CRA008,,,,,Set,486,kemas_sekunder
,,,,CBR099,,,,,Pcs,487,kemas_sekunder
,,,,CSH008,,,,,Pcs,16,kemas_sekunder
,,,,LBK010,,,,,Pcs,50,kemas_sekunder
,,,,CCT001,,,,,Roll,0.1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_vitaminb12500mcg/ml1ml,Vitamin B12 500mcg/ml 1 ml,Vitamin B12 500mcg/ml 1 ml,Ampul,ACY001,,92.27,Normal,Injeksi,g,26.5,raw_material
,,,,BSD001,,,,,kg,0.17,raw_material
,,,,BSC001,,,,,kg,0.243,raw_material
,,,,BBA001,,,,,Liter(s),0.125,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM004,,,,,Pcs,45500,kemas_primer
,,,,CIN106,,,,,Pcs,456,kemas_sekunder
,,,,CRA001,,,,,Set,455,kemas_sekunder
,,,,LBK018,,,,,Pcs,910,kemas_sekunder
,,,,CBR101,,,,,Pcs,456,kemas_sekunder
,,,,CSH009,,,,,Pcs,19,kemas_sekunder
,,,,LBK010,,,,,Pcs,39,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_vitaminb12500mcg/ml10ml,Vitamin B12 500 mcg/ml 10 ml,Vitamin B12 500 mcg/ml 10 ml,Vial,ACY001,9523,,Normal,Injeksi,g,53,raw_material
,,,,BSD001,,,,,kg,0.339,raw_material
,,,,BSC001,,,,,kg,0.486,raw_material
,,,,BBA001,,,,,Liter(s),0.25,raw_material
,,,,BWF001,,,,,Liter(s),100,raw_material
,,,,CVI002,,,,,Pcs,9600,kemas_primer
,,,,CRS001,,,,,Pcs,9600,kemas_primer
,,,,CFO004,,,,,Pcs,9600,kemas_primer
,,,,CET113,,,,,Pcs,9524,kemas_sekunder
,,,,CIN107,,,,,Pcs,954,kemas_sekunder
,,,,CRA008,,,,,Set,953,kemas_sekunder
,,,,CBR101,,,,,Pcs,954,kemas_sekunder
,,,,CSH005,,,,,Pcs,32,kemas_sekunder
,,,,LBK010,,,,,Pcs,97,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_vitamink10mg/ml1ml,Vitamin K 10 mg/ml 1 ml,Vitamin K 10 mg/ml 1 ml,Ampul,AMS001,45454,,Normal,Injeksi,kg,0.55,raw_material
,,,,BSD003,,,,,kg,0.1,raw_material
,,,,BSC001,,,,,kg,0.195,raw_material
,,,,BBA001,,,,,Liter(s),0.125,raw_material
,,,,BWF001,,,,,Liter(s),50,raw_material
,,,,CAM002,,,,,Pcs,45500,kemas_primer
,,,,CIN109,,,,,Pcs,456,kemas_sekunder
,,,,CRA001,,,,,Set,455,kemas_sekunder
,,,,CBR104,,,,,Pcs,456,kemas_sekunder
,,,,LBK018,,,,,Pcs,910,kemas_sekunder
,,,,CSH009,,,,,Pcs,19,kemas_sekunder
,,,,LBK010,,,,,Pcs,38,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_amoxicillin250mgstrip12,Amoxicillin 250 mg Strip 12,Amoxicillin 250 mg Strip 12,Kpsul,AAT001,208000,,Normal,Kapsul,kg,60,raw_material
,,,,BTA001,,,,,kg,0.416,raw_material
,,,,BCS003,,,,,kg,0.416,raw_material
,,,,BMS001,,,,,kg,0.416,raw_material
,,,,BCN009,,,,,Pcs,208000,raw_material
,,,,BCN009,,,,,Pcs,208000,raw_material
,,,,CBA002,,,,,Roll,4,kemas_primer
,,,,CFA001,,,,,Roll,4,kemas_primer
,,,,CBR002,,,,,Pcs,1734,kemas_sekunder
,,,,CIN006,,,,,Pcs,1734,kemas_sekunder
,,,,CSH030,,,,,Pcs,35,kemas_sekunder
,,,,LBK010,,,,,Pcs,36,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_ampicillin250mgstrip,Ampicillin 250 mg Strip,Ampicillin 250 mg Strip,Kpsul,AAT003,104000,,Normal,Kapsul,kg,30,raw_material
,,,,BTA001,,,,,kg,0.208,raw_material
,,,,BCS003,,,,,kg,0.208,raw_material
,,,,BMS001,,,,,kg,0.208,raw_material
,,,,BCN020,,,,,Pcs,104000,raw_material
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CFA002,,,,,Roll,2,kemas_primer
,,,,CIN007,,,,,Pcs,1041,kemas_sekunder
,,,,LBK005,,,,,Pcs,21,kemas_sekunder
,,,,LBK010,,,,,Pcs,22,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_camicillin250mgstrip,Camicillin 250 mg Strip,Camicillin 250 mg Strip,Kpsul,AAT003,104000,,Normal,Kapsul,kg,30,raw_material
,,,,BTA001,,,,,kg,0.208,raw_material
,,,,BCS003,,,,,kg,0.208,raw_material
,,,,BMS001,,,,,kg,0.208,raw_material
,,,,BCN019,,,,,Pcs,104000,raw_material
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CFA008,,,,,Roll,2,kemas_primer
,,,,CBR019,,,,,Pcs,1041,kemas_sekunder
,,,,CIN023,,,,,Pcs,1041,kemas_sekunder
,,,,LBK031,,,,,Pcs,21,kemas_sekunder
,,,,LBK010,,,,,Pcs,22,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
bom_camoksil250mgstrip,Camoksil 250 mg Strip,Camoksil 250 mg Strip,Kpsul,AAT001,208000,,Normal,Kapsul,kg,30,raw_material
,,,,BTA001,,,,,kg,0.208,raw_material
,,,,BCS003,,,,,kg,0.208,raw_material
,,,,BMS001,,,,,kg,0.208,raw_material
,,,,BCN014,,,,,Pcs,104000,raw_material
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CFA017,,,,,Roll,2,kemas_primer
,,,,LBK009,,,,,Pcs,1040,kemas_primer
,,,,CBR042,,,,,Pcs,1040,kemas_sekunder
,,,,CIN047,,,,,Pcs,1040,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CSH028,,,,,Pcs,21,kemas_sekunder
,,,,LBK010,,,,,Pcs,21,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_camoksil500mgblisterexport,Camoksil 500 mg Blister Export,Camoksil 500 mg Blister Export,Kpsul,AAT001,104000,98.84,Normal,,kg,60,raw_material
,,,,BTA001,,,,,kg,0.416,raw_material
,,,,BCS003,,,,,kg,0.416,raw_material
,,,,BMS001,,,,,kg,0.416,raw_material
,,,,BCN005,,,,,Pcs,104000,raw_material
,,,,CPV001,,,,,Pcs,3,kemas_primer
,,,,CFA018,,,,,Roll,3,kemas_primer
,,,,CBR045,,,,,Pcs,1040,kemas_sekunder
,,,,CIN049,,,,,Pcs,1040,kemas_sekunder
,,,,CSH029,,,,,Pcs,11,kemas_sekunder
bom_camoksil500mgstrip,Camoksil 500 mg Strip,Camoksil 500 mg Strip,Kplet,AAT001,104000,98.85,Normal,,kg,60,raw_material
,,,,BMC002,,,,,kg,6.864,raw_material
,,,,BCO001,,,,,kg,2.838,raw_material
,,,,BSS002,,,,,kg,0.72,raw_material
,,,,BMS001,,,,,kg,0.42,raw_material
,,,,BOP001,,,,,kg,0.115,raw_material
,,,,CFA019,,,,,Roll,1,kemas_primer
,,,,CBA002,,,,,Roll,1,kemas_primer
,,,,CBR043,,,,,Pcs,1041,kemas_sekunder
,,,,CIN048,,,,,Pcs,1041,kemas_sekunder
,,,,CSH029,,,,,Pcs,21,kemas_sekunder
bom_camaagstrip,Camaag Strip,Camaag Strip,Table,BCS002,100000,,Normal,Kapsul,kg,0.6,raw_material
,,,,AAH001,,,,,kg,26.25,raw_material
,,,,BAG001,,,,,g,65,raw_material
,,,,ADI001,,,,,kg,3,raw_material
,,,,AMH001,,,,,kg,21,raw_material
,,,,BMS001,,,,,kg,0.325,raw_material
,,,,BSS001,,,,,kg,0.1,raw_material
,,,,BMP001,,,,,kg,0.065,raw_material
,,,,BPO003,,,,,kg,0.2,raw_material
,,,,BSS002,,,,,kg,0.6,raw_material
,,,,BTA001,,,,,kg,1.8,raw_material
,,,,BSC005,,,,,kg,0.2,raw_material
,,,,BMA001,,,,,kg,10,raw_material
,,,,BTS001,,,,,kg,2,raw_material
,,,,CFA005,,,,,Roll,2,kemas_primer
,,,,CBA001,,,,,Roll,2,kemas_primer
,,,,CBR013,,,,,Pcs,900,kemas_sekunder
,,,,CIN016,,,,,Pcs,900,kemas_sekunder
,,,,CSH022,,,,,Pcs,18,kemas_sekunder
bom_camistan500mgstrip,Camistan 500 mg Strip,Camistan 500 mg Strip,Kplet,BCS002,120000,,Normal,Kapsul,kg,0.72,raw_material
,,,,BAL001,,,,,Liter(s),10,raw_material
,,,,BMC001,,,,,kg,2.88,raw_material
,,,,BET002,,,,,g,80,raw_material
,,,,BPK001,,,,,kg,2.88,raw_material
,,,,BMS001,,,,,kg,0.36,raw_material
,,,,BMP001,,,,,kg,0.072,raw_material
,,,,BSS002,,,,,kg,2.88,raw_material
,,,,BTA001,,,,,kg,0.72,raw_material
,,,,AMA001,,,,,kg,60,raw_material
,,,,BLA001,,,,,kg,2.16,raw_material
,,,,BYN001,,,,,g,7,raw_material
,,,,CFA015,,,,,Roll,2,kemas_primer
,,,,CBA002,,,,,Roll,2,kemas_primer
,,,,CBR035,,,,,Pcs,1200,kemas_sekunder
,,,,CIN040,,,,,Pcs,1200,kemas_sekunder
,,,,CSH029,,,,,Pcs,24,kemas_sekunder
bom_zentropil100mgblister,Zentropil 100 mg Blister,Zentropil 100 mg Blister,Kpsul,APS001,120000,,Normal,Kapsul,kg,12,raw_material
,,,,BMC001,,,,,kg,8.4,raw_material
,,,,BSS002,,,,,kg,1.2,raw_material
,,,,BGP002,,,,,kg,3.6,raw_material
,,,,BMS001,,,,,kg,1.2,raw_material
,,,,BCN020,,,,,Pcs,120000,raw_material
bom_zentropil100mgpot250,Zentropil 100 mg Pot 250,Zentropil 100 mg Pot 250,Kpsul,APS001,120000,,Normal,Kapsul,kg,12,raw_material
,,,,BMC001,,,,,kg,8.4,raw_material
,,,,BSS002,,,,,kg,1.2,raw_material
,,,,BGP002,,,,,kg,3.6,raw_material
,,,,BMS001,,,,,kg,1.2,raw_material
,,,,BCN020,,,,,Pcs,120000,raw_material
,,,,LBK009,,,,,Pcs,480,raw_material
,,,,CSG001,,,,,kg,0.48,kemas_primer
,,,,CBO022,,,,,Pcs,480,kemas_primer
,,,,CET114,,,,,Pcs,480,kemas_sekunder
,,,,CET114,,,,,Pcs,480,kemas_sekunder
,,,,CBR106,,,,,Pcs,480,kemas_sekunder
,,,,CSH019,,,,,bh,10,kemas_sekunder
,,,,LBK010,,,,,lbr,10,kemas_sekunder
,,,,CPB001,,,,,Roll,0.4,kemas_sekunder
